ISO3V10,Country_Territory_Island,CMR_latest,CMR_mean,CMR_std,CMR_trend,CMR_pct_change,WAT_latest,WAT_mean,WAT_std,WAT_trend,WAT_pct_change,SAN_latest,SAN_mean,SAN_std,SAN_trend,SAN_pct_change,CHI_v2023_latest,CHI_v2023_mean,CHI_v2023_std,CHI_v2023_trend,CHI_v2023_pct_change,NRPI_v2023_latest,NRPI_v2023_mean,NRPI_v2023_std,NRPI_v2023_trend,NRPI_v2023_pct_change,infra_gap,Homicide_per100k,WGI_GovEffect,WGI_RegQuality,WGI_Corruption,WGI_RuleLaw,WGI_PolStability,WGI_VoiceAccount,Cluster_DBSCAN
AUT,Austria,0.67,0.6746153846153846,0.0357340604594982,-0.0064285714285714,-10.666666666666664,100.0,100.0,0.0,-1.1147911615022624e-15,0.0,99.97,99.97538461538464,0.006602252917736,-0.0014835164835167,-0.020002000200016,99.68,99.68000000000004,0.0129099444873564,0.0022527472527502,0.0301053687907688,,,,,,0.0246153846153731,,,,,,,,3
AZE,Azerbaijan,2.01,3.055384615384615,0.9922165034626212,-0.2464835164835163,-59.55734406438632,97.64,92.67769230769233,3.791064392854497,0.9624175824175836,13.521683525171484,96.13,93.67230769230773,3.919256208870406,0.8348901098901118,13.400967323345522,96.99,94.03846153846156,2.9610635649876613,0.7126373626373651,10.266030013642569,,,,,,-0.9946153846153862,,,,,,,,0
BHS,Bahamas,1.77,2.406153846153846,1.7362437351052729,0.0727472527472528,-18.05555555555556,98.89,98.83923076923078,0.0770780490219206,0.0168131868131907,0.2229654403567435,94.93,94.49153846153852,0.7036434484624328,0.1493406593406639,2.2511848341232263,97.12,96.66538461538462,0.8111166725017157,0.0218131868131833,0.987834043880631,,,,,,4.34769230769227,,,,,,,,4
BHR,Bahrain,1.01,1.0861538461538462,0.067889427446211,-0.0167582417582416,-17.886178861788615,99.92,99.92846153846156,0.0080064076902533,-0.0019230769230764,-0.0200120072043186,100.0,99.99692307692308,0.0063042517195611,0.0011538461538474,0.020004000800156,99.51,99.4746153846154,0.0301704559172782,0.0073626373626434,0.1005935016598013,,,,,,-0.0684615384615341,,,,,,,,4
BGD,Bangladesh,4.47,6.975384615384616,2.092146487002505,-0.5310439560439558,-58.10684161199625,98.1,97.4007692307692,0.5167762497519529,0.1322527472527475,1.6053858104608982,59.3,50.162307692307685,6.086036140004089,1.562527472527473,45.91535433070865,83.73,79.30153846153847,3.1610041815691163,0.8101098901098928,12.93498786080389,32.39,32.615,0.2598076211353332,-0.1800000000000068,-1.370280146163224,47.23846153846153,,,,,,,,0
BRB,Barbados,0.87,1.0192307692307692,0.1155754831601075,-0.0295604395604395,-27.499999999999996,98.51,98.47538461538464,0.0328165061656955,0.0082417582417607,0.091444828286937,98.09,96.49384615384614,1.5144225437524528,0.3791758241758251,4.5178476291955345,98.47,97.85538461538462,0.568618433641507,0.1429120879120914,1.6516981521626863,,,,,,1.9815384615384912,,,,,,,,1
BLR,Belarus,0.68,0.956153846153846,0.2185001320189708,-0.0557142857142857,-49.25373134328358,99.18,98.48846153846156,0.3223571041005663,0.0629670329670344,0.8952187182095724,99.56,97.73,1.6092700208479616,0.4075274725274725,4.700809759175517,99.27,98.29923076923076,0.7127816582290049,0.1826923076923085,2.1506482815394,,,,,,0.7584615384615461,,,,,,,,1
BEL,Belgium,0.72,0.7361538461538462,0.0246774058396412,-0.005054945054945,-8.860759493670892,100.0,100.0,0.0,-1.1147911615022624e-15,0.0,99.49,99.49,0.0,5.573955807511312e-15,0.0,99.5,99.49,0.0129099444873591,0.0024725274725301,0.0402171727327631,,,,,,0.5100000000000051,,,,,,,,3
BLZ,Belize,1.59,2.093076923076923,0.41397231419876,-0.1054395604395603,-42.599277978339344,98.41,96.9969230769231,1.604417779213511,0.3877472527472551,4.758356397700659,88.25,87.30461538461539,0.9563525795491216,0.2367582417582448,3.0596753474249736,94.82,93.79999999999998,1.0399118552390234,0.2567582417582455,3.1661407899031624,,,,,,9.692307692307708,,,,,,,,1
BEN,Benin,30.01,35.83846153846154,4.245838837720697,-1.0883516483516475,-29.305064782096583,67.36,65.97076923076924,0.9145988331727885,0.234780219780223,4.4017358958462545,19.49,16.723846153846154,2.1576010538772703,0.5513186813186813,45.88323353293413,48.43,44.349999999999994,2.9842084377603393,0.7649450549450579,22.020660115898217,41.97,41.36,0.7043673284113428,0.4879999999999931,2.993865030674844,49.24692307692308,,,,,,,,0
BTN,Bhutan,4.33,5.877692307692308,1.3798861900301405,-0.3456593406593405,-49.29742388758782,99.13,97.16307692307691,2.1747466695969613,0.5232417582417584,6.683168316831677,77.94,71.10846153846154,5.226584044022517,1.337527472527474,24.4451540795146,90.36,86.70999999999998,3.0807737123434875,0.7801648351648358,11.225997045790258,61.61,62.175,0.6524058041842786,-0.4520000000000123,-1.8010838380618466,26.054615384615374,,,,,,,,0
