ISO3V10,Country_Territory_Island,CMR_latest,CMR_mean,CMR_std,CMR_trend,CMR_pct_change,WAT_latest,WAT_mean,WAT_std,WAT_trend,WAT_pct_change,SAN_latest,SAN_mean,SAN_std,SAN_trend,SAN_pct_change,CHI_v2023_latest,CHI_v2023_mean,CHI_v2023_std,CHI_v2023_trend,CHI_v2023_pct_change,NRPI_v2023_latest,NRPI_v2023_mean,NRPI_v2023_std,NRPI_v2023_trend,NRPI_v2023_pct_change,infra_gap
BHR,Bahrain,1.01,1.0861538461538462,0.06788942744621106,-0.016758241758241674,-17.886178861788615,99.92,99.92846153846155,0.008006407690253332,-0.0019230769230764975,-0.020012007204318612,100.0,99.99692307692308,0.006304251719561198,0.0011538461538474591,0.02000400080015605,99.51,99.47461538461539,0.030170455917278228,0.007362637362643409,0.10059350165980137,,,,,,-0.06846153846153413
BGD,Bangladesh,4.47,6.975384615384616,2.092146487002505,-0.5310439560439558,-58.10684161199625,98.1,97.40076923076921,0.5167762497519529,0.13225274725274755,1.6053858104608982,59.3,50.162307692307685,6.086036140004089,1.562527472527473,45.91535433070865,83.73,79.30153846153847,3.1610041815691163,0.8101098901098928,12.93498786080389,32.39,32.615,0.25980762113533323,-0.1800000000000068,-1.3702801461632241,47.23846153846153
BRB,Barbados,0.87,1.0192307692307692,0.11557548316010756,-0.02956043956043955,-27.499999999999996,98.51,98.47538461538463,0.032816506165695584,0.008241758241760717,0.09144482828693702,98.09,96.49384615384614,1.5144225437524528,0.3791758241758251,4.5178476291955345,98.47,97.85538461538462,0.568618433641507,0.14291208791209145,1.6516981521626863,,,,,,1.9815384615384914
BLR,Belarus,0.68,0.9561538461538461,0.21850013201897087,-0.05571428571428574,-49.25373134328358,99.18,98.48846153846155,0.3223571041005663,0.06296703296703444,0.8952187182095724,99.56,97.73,1.6092700208479616,0.40752747252747257,4.700809759175517,99.27,98.29923076923077,0.7127816582290049,0.18269230769230851,2.1506482815394,,,,,,0.7584615384615461
BEL,Belgium,0.72,0.7361538461538462,0.024677405839641245,-0.005054945054945008,-8.860759493670892,100.0,100.0,0.0,-1.1147911615022624e-15,0.0,99.49,99.49,0.0,5.573955807511312e-15,0.0,99.5,99.49000000000001,0.012909944487359158,0.0024725274725301105,0.04021717273276318,,,,,,0.5100000000000051
BLZ,Belize,1.59,2.093076923076923,0.41397231419876007,-0.10543956043956033,-42.599277978339344,98.41,96.9969230769231,1.604417779213511,0.38774725274725513,4.758356397700659,88.25,87.30461538461539,0.9563525795491217,0.2367582417582448,3.0596753474249736,94.82,93.79999999999998,1.0399118552390234,0.2567582417582455,3.1661407899031624,,,,,,9.692307692307708
BEN,Benin,30.01,35.83846153846154,4.245838837720697,-1.0883516483516475,-29.305064782096586,67.36,65.97076923076924,0.9145988331727883,0.23478021978022307,4.4017358958462545,19.49,16.723846153846154,2.1576010538772703,0.5513186813186813,45.88323353293413,48.43,44.349999999999994,2.9842084377603393,0.7649450549450579,22.020660115898217,41.97,41.36,0.7043673284113428,0.48799999999999316,2.993865030674844,49.24692307692308
BTN,Bhutan,4.33,5.877692307692308,1.3798861900301405,-0.3456593406593405,-49.29742388758782,99.13,97.16307692307691,2.1747466695969613,0.5232417582417584,6.683168316831677,77.94,71.10846153846154,5.226584044022517,1.337527472527474,24.4451540795146,90.36,86.70999999999998,3.0807737123434875,0.7801648351648358,11.225997045790258,61.61,62.175,0.6524058041842786,-0.45200000000001234,-1.8010838380618466,26.054615384615374
BOL,Bolivia,4.6,6.208461538461538,1.4599934141052724,-0.3646703296703295,-49.00221729490023,94.11,90.88076923076922,2.160973783345761,0.5546703296703321,7.6280878316559955,68.61,58.48153846153846,6.815282882553796,1.7495054945054969,42.66999376169681,85.45,80.25307692307692,3.6509505260397237,0.936318681318684,14.94484799569545,61.84,62.49,0.7505553499465119,-0.520000000000008,-2.05891669306303,32.399230769230755
BIH,Bosnia and Herzegovina,0.76,0.8346153846153845,0.05316881677189248,-0.013351648351648336,-19.14893617021276,96.09,96.24846153846153,0.19949294698669473,-0.04439560439560578,-0.5999793110582377,95.39,95.32538461538464,0.06514284107705057,0.01615384615384659,0.17853392144507635,96.81,96.80615384615383,0.030149201630794768,-0.0032967032967038414,-0.05162089613875403,,,,,,0.9230769230768914
BWA,Botswana,6.75,9.663076923076922,2.738948656618036,-0.660824175824176,-55.05992010652463,92.57,88.94461538461539,3.3076870453148364,0.8320329670329721,11.422725084256133,80.55,75.20461538461538,4.743976207403473,1.1954945054945099,20.511669658886884,87.92,83.5876923076923,3.9239800242571583,0.9812637362637379,15.1237396883593,,,,,,13.740000000000009
BRA,Brazil,1.56,1.722307692307692,0.14561100268373986,-0.03615384615384611,-22.77227722772277,99.59,98.11999999999999,1.0578358410768032,0.2707692307692335,3.180687940323257,90.88,86.75538461538463,3.0855216074018323,0.7903846153846155,11.032376298106294,96.11,94.16230769230768,1.4464736075835944,0.37060439560439623,4.62660570433268,,,,,,11.364615384615362
VGB,British Virgin Islands,0.55,0.6869230769230771,0.11571405960272758,-0.02934065934065931,-37.49999999999999,99.86,99.77230769230768,0.2276749820158065,0.03549450549450541,0.76690211907165,96.86,96.85846153846153,0.003755338080995975,0.0006043956043994202,0.010325245224579366,98.66,98.56230769230771,0.12152872405004077,0.026373626373627387,0.42752442996742845,,,,,,2.9138461538461513
BRN,Brunei Darussalam,1.86,1.8338461538461535,0.03775766181374351,0.008956043956043984,4.494382022471914,99.9,99.9,1.479112654199449e-14,-2.229582323004525e-15,0.0,99.48,92.18,4.737951385708104,1.216593406593406,17.200754005655053,98.94,96.51461538461537,1.5646384853197204,0.401758241758242,5.132291998724894,,,,,,7.719999999999999
BGR,Bulgaria,1.06,1.3284615384615381,0.25317471417468984,-0.06324175824175826,-40.44943820224719,99.06,99.2376923076923,0.1204265921736729,-0.03087912087911892,-0.3721210902142256,86.06,85.99230769230768,0.04225987974305465,0.010824175824180214,0.1512859304084667,94.55,94.46384615384613,0.09004984374764065,0.0222527472527487,0.2651113467656416,,,,,,13.245384615384623
BFA,Burkina Faso,32.52,42.88384615384616,8.407193882286704,-2.1395054945054937,-43.50243224461431,49.51,50.68230769230768,1.6098403329013393,-0.39499999999999796,-7.319356046424567,24.76,21.16769230769231,2.257226003476221,0.5792307692307703,40.76179647527005,43.07,37.48384615384616,4.1056476112414115,1.0491758241758258,41.53795596450871,55.1,55.83,0.842931393016854,-0.5840000000000073,-2.581329561527583,29.51461538461537
BDI,Burundi,15.56,22.361538461538466,6.012751514010102,-1.5106593406593403,-53.69047619047619,62.44,59.98692307692309,2.099243453466766,0.5319780219780242,10.474168435951865,45.69,45.83153846153847,0.08867977539497177,-0.022307692307692275,-0.5225342913128718,62.19,58.28076923076924,3.4449031470141054,0.867527472527472,19.66519145660958,33.77,34.035000000000004,0.3059956426704982,-0.21200000000000266,-1.5451895043731605,14.15538461538462
CPV,Cabo Verde,1.91,2.8446153846153845,0.8397878242410936,-0.2113736263736264,-55.373831775700936,89.87,86.42461538461538,2.4817084685911284,0.6324725274725305,8.198892366963644,83.05,72.28923076923076,8.008660376470026,2.0519780219780226,39.15884718498659,90.09,84.92461538461536,3.875587300407118,0.9925824175824247,14.12465163415253,40.89,42.385000000000005,1.7262773048769822,-1.1960000000000008,-6.814038286235191,14.135384615384623
KHM,Cambodia,3.58,4.654615384615384,1.0211155287610325,-0.2505494505494505,-47.4302496328928,78.01,72.23384615384614,3.933371197123273,1.008901098901101,18.430241384545315,76.72,57.26692307692308,12.590883861360027,3.232967032967034,101.73547199579278,83.25,74.35000000000001,5.95886314660775,1.5294505494505533,28.43258253625426,42.92,42.305,0.7101408311032419,0.4919999999999934,2.9503478052290815,14.966923076923067
CMR,Cameroon,23.96,32.22923076923077,7.079163629434461,-1.79098901098901,-46.32616487455197,69.59,66.43230769230769,2.0365581825151073,0.5225274725274724,10.180493983533893,43.12,41.660769230769226,0.9556887702809026,0.24538461538461614,7.263681592039788,59.84,54.48461538461538,4.255509400343308,1.0826923076923094,26.833403984739306,32.5,31.91,0.6812733176437582,0.47199999999999526,3.767560664112387,24.771538461538462
CAN,Canada,0.62,0.6846153846153844,0.05059897637557908,-0.012912087912087896,-19.480519480519483,99.22,99.22769230769231,0.007250110520819531,-0.0017032967032977278,-0.020153164046751333,98.59,99.01615384615383,0.3169526374065601,-0.08120879120878716,-0.9245301979700549,98.98,99.09846153846154,0.08620190967008223,-0.022087912087909046,-0.2519399375188955,,,,,,0.21153846153848122
CAF,Central African Republic,26.49,33.626923076923084,5.351310407453775,-1.3686813186813187,-37.80230100962668,36.3,41.41,3.8934325044447173,-0.9968131868131861,-23.755513547574044,13.85,15.646923076923075,1.4055093063570976,-0.3595054945054941,-22.62569832402234,37.82,36.82846153846154,0.7105730803823787,0.17939560439560467,6.5052098000563285,60.83,61.435,0.6985938257194476,-0.4840000000000158,-1.9503546099290794,25.763076923076923
TCD,Chad,43.92,55.69615384615384,8.912696504109123,-2.2822527472527443,-37.21229449606862,52.0,48.45846153846154,2.534915666427078,0.6500549450549463,16.644235082996865,12.92,11.697692307692307,0.7840403247086408,0.2005494505494509,21.771913289349676,34.7,27.670769230769228,5.219735723735545,1.3374725274725288,78.58980957282554,43.63,44.214999999999996,0.675499814951859,-0.46800000000000364,-2.611607142857131,36.760769230769235
CHL,Chile,0.94,1.1207692307692307,0.11912609135292587,-0.030384615384615354,-27.13178294573644,100.0,99.47923076923077,0.6131402984970298,0.14708791208791705,1.6983626563612342,100.0,99.16692307692308,1.0441534419118745,0.2456593406593474,2.9866117404737444,99.56,99.02999999999999,0.5997638424135523,0.14439560439560706,1.7163874131589774,,,,,,0.31230769230768374
CHN,China,1.89,2.4584615384615387,0.46720527525999667,-0.11862637362637363,-42.55319148936171,97.65,93.25692307692309,2.7918225367890215,0.7158791208791232,10.077781535339886,95.89,86.19,6.522049780041037,1.6739010989010994,26.50395778364117,96.97,92.01384615384616,3.3181835855920188,0.8513186813186818,11.909982688978642,,,,,,7.066923076923089
COL,Colombia,1.81,2.166153846153846,0.2879391851745336,-0.07329670329670326,-32.20973782771535,97.54,96.24,0.8778382538941925,0.22500000000000595,2.8685931238135556,94.73,89.54230769230767,3.380488509683561,0.8680219780219776,12.359150753172816,96.59,94.26076923076924,1.552001189531662,0.3984065934065979,5.206404531096831,,,,,,6.697692307692321
COM,Comoros,10.85,14.325384615384612,2.828228583950902,-0.7203296703296705,-43.31243469174504,80.21,80.80692307692308,1.0974393272172625,-0.21890109890109827,-3.83647044718859,35.91,35.403846153846146,0.6383773500255477,0.14642857142857044,4.602388581415666,67.03,65.45461538461538,1.2132368234370363,0.30857142857142994,5.161593975525571,51.3,52.379999999999995,1.2470765814495937,-0.8640000000000132,-4.040404040404047,45.40307692307694
COG,Congo,11.35,15.435384615384615,2.8831742211915654,-0.6723626373626368,-43.306693306693305,73.97,71.17769230769231,2.8853831456906875,0.7085164835164864,12.262862346334797,20.55,18.987692307692306,1.6202116829093351,0.3979670329670334,27.798507462686583,59.6,56.26153846153846,2.7467400257816132,0.6791208791208798,15.908206923376117,,,,,,52.190000000000005
COK,Cook Islands,1.04,1.2492307692307691,0.16740477584095076,-0.04263736263736261,-32.467532467532465,99.97,99.9546153846154,0.01761409691855805,0.0042307692307736455,0.05004003202561765,85.44,84.88153846153848,0.5942901389311178,0.14620879120879196,1.920553501133245,94.65,94.36769230769232,0.27917001528799307,0.06945054945055275,0.8309364014062012,,,,,,15.073076923076911
CRI,Costa Rica,1.41,1.2892307692307692,0.14337953936211506,-0.01142857142857136,2.173913043478263,99.81,99.24307692307691,0.6322233863567615,0.1536263736263767,1.7950025497195363,98.38,97.22692307692306,0.7949149285236384,0.203791208791212,2.5646371976647138,98.75,98.22846153846152,0.5004305838283367,0.12439560439560414,1.427691043549713,,,,,,2.0161538461538555
CIV,Cote d'Ivoire,20.05,26.056923076923077,4.802069665979772,-1.2246153846153842,-41.219583699794775,72.85,72.28461538461539,0.35193785873397554,0.09032967032967187,1.5472539726791184,36.96,32.31384615384616,3.104149208348772,0.7969230769230782,34.10740203193035,60.68,56.169230769230765,3.3625423455535888,0.8607142857142878,19.708029197080297,,,,,,39.970769230769235
CUB,Cuba,1.01,1.133076923076923,0.09481425836731303,-0.024175824175824107,-22.30769230769231,94.65,93.82153846153845,0.49869573478969875,0.1274725274725359,1.686721100128929,92.15,89.17999999999999,1.9202690783672318,0.49307692307692613,6.865360083497624,95.13,93.81153846153848,0.847730756724936,0.21763736263736588,2.832126256620895,,,,,,4.64153846153846
CYP,Cyprus,0.5,0.4876923076923077,0.020475125621855644,-0.0007142857142857045,-5.660377358490571,99.77,99.78846153846153,0.02154303980645691,-0.005164835164831187,-0.060102173695284256,99.4,99.45846153846153,0.06322527894312145,-0.015494505494501366,-0.17073415687454807,99.49,99.52230769230769,0.027735009811263492,-0.006868131868125571,-0.07030936118924004,,,,,,0.3299999999999983
CZE,Czechia,0.55,0.6076923076923076,0.03139900374052393,-0.00686813186813185,-15.38461538461538,99.88,99.87538461538462,0.007762500258059483,0.001593406593408343,0.020028039254952956,99.14,99.13769230769232,0.00438529009653739,0.0008241758241781899,0.010087763542827718,99.42,99.39076923076924,0.018009968749528694,0.004120879120880916,0.06038647342995398,,,,,,0.7376923076922992
PRK,Democratic People's Republic of Korea,5.33,5.361538461538462,0.698985528627574,-0.13318681318681316,-19.728915662650596,93.89,95.04769230769232,1.1484275760516642,-0.28708791208791085,-3.216163282135867,84.77,82.10076923076923,2.437493458242371,0.6141208791208829,8.637703447392022,90.42,89.90769230769232,0.7219089721720899,0.17038461538461713,2.0311442112389946,,,,,,12.946923076923085
COD,Democratic Republic of the Congo,17.69,24.23,5.296122795655956,-1.348076923076923,-47.14669853600238,35.12,36.1023076923077,0.5809210193900974,-0.14851648351648297,-4.823848238482388,16.17,17.50076923076923,1.1836417077425465,-0.2998351648351656,-17.076923076923066,42.26,40.0123076923077,1.8627585003883969,0.4728021978021989,15.212649945474368,,,,,,18.601538461538468
DNK,Denmark,0.48,0.5576923076923077,0.05464336589099756,-0.01384615384615383,-23.809523809523814,100.0,100.0,0.0,-1.1147911615022624e-15,0.0,99.6,99.6,1.479112654199449e-14,5.573955807511312e-15,0.0,99.65,99.60846153846157,0.027339273901038894,0.006923076923081411,0.0803454855880411,,,,,,0.4000000000000057
DJI,Djibouti,8.69,11.437692307692307,2.148379830811092,-0.5489560439560438,-42.02801867911942,76.17,75.85923076923076,0.182412606401966,0.046483516483516354,0.7273208145993085,66.91,62.168461538461536,4.317622505796923,1.088241758241758,21.80957582377571,77.01,74.06153846153846,2.4851520615911546,0.6314285714285741,10.124410124410122,34.94,33.269999999999996,1.9283498990933479,1.3359999999999934,10.569620253164546,13.690769230769227
DMA,Dominica,4.0,3.753846153846154,0.2481443955152746,0.06153846153846161,20.845921450151057,95.42,95.36384615384615,0.11828908526279092,0.021428571428574968,0.38926880589164076,80.37,79.78999999999999,1.2154354500891198,0.2209340659340686,4.921671018276776,90.08,89.98230769230769,0.3590996576196706,0.05241758241758439,1.1907436531116629,,,,,,15.573846153846162
DOM,Dominican Republic,5.87,6.285384615384616,0.21512071745167427,-0.04725274725274735,-9.133126934984517,96.75,95.53769230769231,0.8329481160928112,0.21340659340659782,2.7288171586323986,88.68,85.65307692307694,1.9951290042475331,0.5122527472527497,7.451835696110512,92.44,90.82923076923076,1.0290243076045509,0.2639560439560437,3.5742296918767478,,,,,,9.884615384615373
ECU,Ecuador,1.76,2.151538461538462,0.3300213668296381,-0.08329670329670327,-36.462093862815884,95.7,93.2523076923077,2.1294723675367493,0.5373076923076978,6.891544733608848,92.27,86.75846153846153,3.981423209008402,1.0201648351648376,14.792236874844491,95.18,92.34384615384617,2.1865061112100683,0.5580219780219784,7.317623181869442,,,,,,6.493846153846164
EGY,Egypt,2.77,3.5676923076923086,0.6860776662321578,-0.17313186813186807,-42.65010351966873,98.77,98.69153846153846,0.08315108275965293,0.02038461538461801,0.23340775319666102,97.53,96.18076923076924,1.1249478620396984,0.28642857142857453,3.348521775988128,97.49,96.64307692307692,0.7174188062699103,0.18219780219780182,2.1800649827062135,,,,,,2.5107692307692133
SLV,El Salvador,1.75,2.159230769230769,0.35325773259905524,-0.08890109890109876,-38.16254416961131,98.59,95.21000000000001,3.047564601448178,0.7581868131868139,10.058048671578483,87.55,85.80153846153847,1.260951004558638,0.32313186813187095,4.537313432835818,94.57,92.67384615384616,1.594472422995238,0.4017582417582442,5.311804008908682,28.97,28.395,0.6639528095680688,0.45999999999999563,4.133716750539175,9.408461538461538
GNQ,Equatorial Guinea,20.77,26.793076923076917,4.776966234992289,-1.2189560439560443,-40.48710601719198,64.67,63.780769230769224,1.3543969232248825,0.2902747252747253,6.998676373262747,66.31,65.87153846153844,0.785693389665527,0.15478021978022194,3.885320382265399,67.4,64.17846153846155,2.8387991773337515,0.7106593406593418,14.938608458390185,,,,,,-2.0907692307692116
ERI,Eritrea,9.41,12.463846153846152,2.490788156593338,-0.6340109890109884,-43.787335722819584,51.85,51.282307692307704,0.738502469485309,0.17109890109890316,3.741496598639465,11.94,11.762307692307692,0.25199715098104614,0.05653846153846182,6.60714285714286,50.25,48.592307692307685,1.4639567038574715,0.36857142857142927,9.239130434782608,30.07,29.259999999999998,0.9353074360871942,0.6479999999999942,5.694200351493853,39.52000000000001
EST,Estonia,0.45,0.6623076923076922,0.1811607870628486,-0.04587912087912085,-54.545454545454554,100.0,99.73384615384614,0.3423336204527791,0.07873626373626486,0.989699050696833,99.06,99.10384615384615,0.06788942744620999,-0.012747252747250023,-0.21154427319431224,99.48,99.30692307692308,0.1748039194538008,0.04296703296703375,0.5153076689906084,,,,,,0.6299999999999955
SWZ,Eswatini,11.62,16.35076923076923,5.488979051302803,-1.1336263736263736,-63.413098236775824,73.47,67.61153846153846,3.6830893874432973,0.945164835164838,18.34729381443299,64.42,61.39999999999999,2.915555978997258,0.7312087912087932,14.017699115044252,73.93,68.78692307692307,4.492114173035871,1.0819780219780246,27.02749140893471,28.55,28.555,0.00577350269189511,-0.004000000000001142,-0.03501400560223393,6.211538461538467
ETH,Ethiopia,12.98,19.457692307692305,5.5500963262604035,-1.4045054945054942,-55.714773114977824,51.51,42.87230769230769,5.665314280552836,1.4545604395604406,51.544571932921436,9.34,7.716153846153846,1.1635329708946687,0.29840659340659365,58.843537414965986,47.62,41.21384615384615,4.825274670008499,1.2329670329670332,43.91054699304924,50.47,50.74,0.3117691453623974,-0.21599999999999905,-1.0586159576553602,35.15615384615385
FJI,Fiji,4.58,4.048461538461538,0.3702667091400952,0.09203296703296712,24.456521739130434,95.49,95.28,0.13335416503931624,0.03423076923077303,0.4312158182583052,93.04,92.74615384615385,0.787776813375659,0.18093406593406722,1.9058050383351688,94.06,94.13846153846156,0.1778504125122261,0.029560439560445188,0.31996587030716417,,,,,,2.533846153846156
FIN,Finland,0.39,0.44846153846153847,0.04930283187372944,-0.01241758241758242,-27.77777777777778,100.0,100.0,0.0,-1.1147911615022624e-15,0.0,99.45,99.45000000000003,1.479112654199449e-14,1.1147911615022624e-15,0.0,99.64,99.61076923076925,0.02215909838025219,0.00560439560439653,0.07030229988953239,,,,,,0.5499999999999687
FRA,France,0.91,0.9830769230769231,0.06005339504482872,-0.015054945054945045,-17.272727272727277,100.0,100.0,0.0,-1.1147911615022624e-15,0.0,98.65,98.65076923076923,0.0027735009811236237,-0.0003296703296614658,-0.010135819987827798,99.13,99.09692307692309,0.027804260879887775,0.006923076923079181,0.09087237479805048,,,,,,1.349230769230772
GAB,Gabon,10.7,15.126923076923076,3.4830096770259495,-0.886923076923077,-49.50448324681454,86.93,85.02538461538461,1.1895910738892288,0.30324175824176186,4.157680325904641,49.9,48.18384615384616,1.967966541304071,0.4637912087912105,13.35756474329849,74.0,70.75384615384615,2.62522233490657,0.6654395604395617,12.053301029678972,,,,,,36.84153846153845
GMB,Gambia,14.37,20.484615384615385,5.063089661765524,-1.285934065934066,-51.1058183055461,85.65,82.09692307692309,2.329278803318689,0.5980769230769245,9.14999362813815,47.72,46.878461538461536,0.4619496032008638,0.11620879120879257,2.9557713052858627,71.15,66.86692307692307,3.2541624232547295,0.8314835164835186,15.93612514257782,34.16,33.55,0.7043673284113428,0.48799999999999316,3.7037037037037006,35.218461538461554
GEO,Georgia,1.06,1.1907692307692308,0.1491901213475353,-0.03505494505494505,-30.71895424836601,94.98,94.30000000000001,0.5628202791892515,0.023241758241763194,-0.1996427445623597,86.26,86.92230769230767,0.48532040698480383,-0.12406593406593375,-1.6868019147481077,93.26,93.19307692307692,0.18557948051911136,-0.0176923076923069,-0.36324786324785174,,,,,,7.377692307692342
DEU,Germany,0.54,0.6138461538461538,0.05393490853773981,-0.013791208791208766,-22.857142857142847,100.0,100.0,0.0,-1.1147911615022624e-15,0.0,99.23,99.22461538461539,0.005188745216630362,0.0011538461538508037,0.0100786131828312,99.49,99.45846153846153,0.024442501865311352,0.0062087912087903764,0.07040836853751073,,,,,,0.7753846153846098
GHA,Ghana,11.78,16.436923076923076,3.946112822798711,-0.9989010989010988,-49.9787685774947,88.37,82.02307692307691,4.15940377260849,1.0680219780219802,16.87607459330777,28.58,21.63,4.415372766445282,1.1335164835164844,90.660440293529,66.88,60.29615384615385,4.661583311961611,1.1948351648351658,27.003418154196734,33.91,33.595,0.3637306695894616,0.2519999999999932,1.8930288461538325,60.39307692307692
GRC,Greece,0.45,0.4953846153846154,0.028756270219259618,-0.0026923076923076827,-6.249999999999995,100.0,99.98461538461538,0.02726884199209355,0.00549450549450826,0.08006405124099109,99.0,98.89307692307692,0.14857010777096827,0.032802197802198764,0.43623820635082367,99.46,99.39769230769231,0.059323104851572606,0.014340659340660594,0.1913971995567621,,,,,,1.0915384615384625
GRD,Grenada,1.79,1.9607692307692306,0.11094003924504575,-0.028241758241758216,-15.165876777251178,95.63,95.67384615384617,0.1093570956041475,-0.013791208791204752,0.0,91.49,91.64461538461538,0.32322890198267135,-0.05884615384615242,-1.0811979673478216,94.88,94.86692307692307,0.10036471951376702,-0.01093406593406068,-0.189354092152332,,,,,,4.029230769230793
GTM,Guatemala,3.53,4.644615384615385,0.9438804248474784,-0.23890109890109876,-44.321766561514195,94.62,92.42846153846152,1.4055416877124058,0.3608791208791244,4.807266282676123,69.62,67.35923076923078,1.3070160770399988,0.3346153846153869,6.5014532660241695,86.45,84.45153846153845,1.3349085246678036,0.34247252747252865,5.055292259083724,,,,,,25.069230769230742
